Year,Month,FV_BOY,Deposit,TAX,FV1,FaceValue,NAAR,COI_Rate,COI,FV_Net,AnnualRate,Growth,FV_EOY
12,7,646596.1676098915,0.0,0.0,646596.1676098915,10000000.0,9353403.83239011,2.469996,1925.2391710323536,644670.9284388592,0.0525,2754.7612443469907,647425.6896832061
12,8,647425.6896832061,0.0,0.0,647425.6896832061,10000000.0,9352574.310316794,2.469996,1925.0684280154367,645500.6212551907,0.0525,2758.3066277578387,648258.9278829485
12,9,648258.9278829485,0.0,0.0,648258.9278829485,10000000.0,9351741.072117051,2.469996,1924.8969200970691,646334.0309628515,0.0525,2761.86789392023,649095.8988567718
12,10,649095.8988567718,0.0,0.0,649095.8988567718,10000000.0,9350904.101143228,2.469996,1924.724643850614,647171.1742129212,0.0525,2765.4451139863545,649936.6193269076
12,11,649936.6193269076,0.0,0.0,649936.6193269076,10000000.0,9350063.380673092,2.469996,1924.5515958340845,648012.0677310735,0.0525,2769.0383594271534,650781.1060905006
12,12,650781.1060905006,0.0,0.0,650781.1060905006,10000000.0,9349218.893909499,2.469996,1924.377772590074,648856.7283179106,0.0525,2772.6477020337466,651629.3760199443
13,1,651629.3760199443,61569.0,2031.777,711166.5990199443,10000000.0,9288833.400980055,2.52,1950.6550142058113,709215.9440057385,0.0525,3030.5703425329275,712246.5143482714
13,2,712246.5143482714,0.0,0.0,712246.5143482714,10000000.0,9287753.485651728,2.52,1950.428231986863,710296.0861162846,0.0525,3035.1859277768986,713331.2720440615
13,3,713331.2720440615,0.0,0.0,713331.2720440615,10000000.0,9286668.72795594,2.52,1950.2004328707471,711381.0716111907,0.0525,3039.8222094210605,714420.8938206118
13,4,714420.8938206118,0.0,0.0,714420.8938206118,10000000.0,9285579.106179388,2.52,1949.9716122976713,712470.9222083141,0.0525,3044.4792802685924,715515.4014885826
13,5,715515.4014885826,0.0,0.0,715515.4014885826,10000000.0,9284484.598511416,2.52,1949.7417656873974,713565.6597228952,0.0525,3049.157233538804,716614.816956434
13,6,716614.816956434,0.0,0.0,716614.816956434,10000000.0,9283385.183043566,2.52,1949.5108884391486,714665.3060679949,0.0525,3053.856162869004,717719.1622308639
13,7,717719.1622308639,0.0,0.0,717719.1622308639,10000000.0,9282280.837769136,2.52,1949.2789759315185,715769.8832549325,0.0525,3058.5761623163717,718828.4594172488
13,8,718828.4594172488,0.0,0.0,718828.4594172488,10000000.0,9281171.540582752,2.52,1949.046023522378,716879.4133937265,0.0525,3063.3173263598414,719942.7307200863
13,9,719942.7307200863,0.0,0.0,719942.7307200863,10000000.0,9280057.269279914,2.52,1948.812026548782,717993.9186935375,0.0525,3068.079749901994,721061.9984434395
13,10,721061.9984434395,0.0,0.0,721061.9984434395,10000000.0,9278938.00155656,2.52,1948.5769803268777,719113.4214631126,0.0525,3072.8635282709565,722186.2849913836
13,11,722186.2849913836,0.0,0.0,722186.2849913836,10000000.0,9277813.715008616,2.52,1948.3408801518094,720237.9441112317,0.0525,3077.6687572223077,723315.6128684541
13,12,723315.6128684541,0.0,0.0,723315.6128684541,10000000.0,9276684.387131546,2.52,1948.1037212976244,721367.5091471565,0.0525,3082.4955329409995,724450.0046800975
14,1,724450.0046800975,61569.0,2031.777,783987.2276800975,10000000.0,9216012.772319902,2.600004,1996.8058393402364,781990.4218407572,0.0525,3341.544984437401,785331.9668251947
14,2,785331.9668251947,0.0,0.0,785331.9668251947,10000000.0,9214668.033174805,2.600004,1996.5144787438858,783335.4523464508,0.0525,3347.2924716376097,786682.7448180884
14,3,786682.7448180884,0.0,0.0,786682.7448180884,10000000.0,9213317.255181912,2.600004,1996.2218097284995,784686.5230083598,0.0525,3353.065769197055,788039.5887775569
14,4,788039.5887775569,0.0,0.0,788039.5887775569,10000000.0,9211960.411222443,2.600004,1995.927826418333,786043.6609511386,0.0525,3358.8649930228494,789402.5259441615
14,5,789402.5259441615,0.0,0.0,789402.5259441615,10000000.0,9210597.474055838,2.600004,1995.6325229112565,787406.8934212502,0.0525,3364.6902595426113,790771.5836807928
14,6,790771.5836807928,0.0,0.0,790771.5836807928,10000000.0,9209228.416319206,2.600004,1995.3358932786339,788776.2477875142,0.0525,3370.5416857068044,792146.789473221
14,7,792146.789473221,0.0,0.0,792146.789473221,10000000.0,9207853.21052678,2.600004,1995.0379315652058,790151.7515416559,0.0525,3376.4193889910816,793528.170930647
14,8,793528.170930647,0.0,0.0,793528.170930647,10000000.0,9206471.829069354,2.600004,1994.73863178897,791533.432298858,0.0525,3382.323487398648,794915.7557862566
14,9,794915.7557862566,0.0,0.0,794915.7557862566,10000000.0,9205084.244213743,2.600004,1994.4379879410594,792921.3177983155,0.0525,3388.2540994626283,796309.5718977782
14,10,796309.5718977782,0.0,0.0,796309.5718977782,10000000.0,9203690.428102221,2.600004,1994.1359939856243,794315.4359037926,0.0525,3394.2113442484465,797709.6472480411
14,11,797709.6472480411,0.0,0.0,797709.6472480411,10000000.0,9202290.35275196,2.600004,1993.832643859709,795715.8146041814,0.0525,3400.195341356214,799116.0099455377
14,12,799116.0099455377,0.0,0.0,799116.0099455377,10000000.0,9200883.990054462,2.600004,1993.5279314731306,797122.4820140646,0.0525,3406.206210923135,800528.6882249877
15,1,800528.6882249877,61569.0,2031.777,860065.9112249877,10000000.0,9139934.088775013,2.690004,2048.8716048784286,858017.0396201093,0.0525,3666.416435837437,861683.4560559466
15,2,861683.4560559466,0.0,0.0,861683.4560559466,10000000.0,9138316.543944053,2.690004,2048.5090047063063,859634.9470512404,0.0525,3673.329961004477,863308.2770122448
15,3,863308.2770122448,0.0,0.0,863308.2770122448,10000000.0,9136691.722987756,2.690004,2048.1447734669964,861260.1322387778,0.0525,3680.2745849544917,864940.4068237323
15,4,864940.4068237323,0.0,0.0,864940.4068237323,10000000.0,9135059.593176268,2.690004,2047.7789038235444,862892.6279199087,0.0525,3687.2504475776655,866579.8783674864
15,5,866579.8783674864,0.0,0.0,866579.8783674864,10000000.0,9133420.121632513,2.690004,2047.4113884059955,864532.4669790805,0.0525,3694.257689393443,868226.7246684739
15,6,868226.7246684739,0.0,0.0,868226.7246684739,10000000.0,9131773.275331527,2.690004,2047.0422198112424,866179.6824486627,0.0525,3701.29645155336,869880.978900216
15,7,869880.978900216,0.0,0.0,869880.978900216,10000000.0,9130119.021099783,2.690004,2046.6713906028751,867834.3075096132,0.0525,3708.3668758438885,871542.6743854571
15,8,871542.6743854571,0.0,0.0,871542.6743854571,10000000.0,9128457.325614544,2.690004,2046.2988933110353,869496.375492146,0.0525,3715.4691046892917,873211.8445968353
15,9,873211.8445968353,0.0,0.0,873211.8445968353,10000000.0,9126788.155403165,2.690004,2045.9247204322612,871165.9198764031,0.0525,3722.6032811544937,874888.5231575576
15,10,874888.5231575576,0.0,0.0,874888.5231575576,10000000.0,9125111.476842443,2.690004,2045.54886442934,872842.9742931282,0.0525,3729.76954894796,876572.7438420762
15,11,876572.7438420762,0.0,0.0,876572.7438420762,10000000.0,9123427.256157923,2.690004,2045.1713177311533,874527.572524345,0.0525,3736.968052424593,878264.5405767696
15,12,878264.5405767696,0.0,0.0,878264.5405767696,10000000.0,9121735.459423231,2.690004,2044.7920727325275,876219.748504037,0.0525,3744.198936588641,879963.9474406256
16,1,879963.9474406256,0.0,0.0,879963.9474406256,10000000.0,9120036.052559374,2.82,2143.2084723514527,877820.7389682742,0.0525,3751.040173394727,881571.7791416689
16,2,881571.7791416689,0.0,0.0,881571.7791416689,10000000.0,9118428.220858332,2.82,2142.830631901708,879428.9485097672,0.0525,3757.912258240281,883186.8607680075
16,3,883186.8607680075,0.0,0.0,883186.8607680075,10000000.0,9116813.139231993,2.82,2142.4510877195185,881044.4096802879,0.0525,3764.8153302231835,884809.2250105111
16,4,884809.2250105111,0.0,0.0,884809.2250105111,10000000.0,9115190.77498949,2.82,2142.06983212253,882667.1551783886,0.0525,3771.749529068525,886438.904707457
16,5,886438.904707457,0.0,0.0,886438.904707457,10000000.0,9113561.095292542,2.82,2141.6868573937472,884297.2178500633,0.0525,3778.7149951314364,888075.9328451948
16,6,888075.9328451948,0.0,0.0,888075.9328451948,10000000.0,9111924.067154806,2.82,2141.3021557813795,885934.6306894134,0.0525,3785.711869399927,889720.3425588133
16,7,889720.3425588133,0.0,0.0,889720.3425588133,10000000.0,9110279.657441188,2.82,2140.915719498679,887579.4268393146,0.0525,3792.74029349774,891372.1671328123
16,8,891372.1671328123,0.0,0.0,891372.1671328123,10000000.0,9108627.832867188,2.82,2140.527540723789,889231.6395920885,0.0525,3799.8004096872182,893031.4400017757
16,9,893031.4400017757,0.0,0.0,893031.4400017757,10000000.0,9106968.559998224,2.82,2140.1376115995827,890891.3023901761,0.0525,3806.892360872186,894698.1947510483
16,10,894698.1947510483,0.0,0.0,894698.1947510483,10000000.0,9105301.805248952,2.82,2139.7459242335035,892558.4488268149,0.0525,3814.0162906008386,896372.4651174158
16,11,896372.4651174158,0.0,0.0,896372.4651174158,10000000.0,9103627.534882585,2.82,2139.352470697407,894233.1126467184,0.0525,3821.172343068649,898054.284989787
16,12,898054.284989787,0.0,0.0,898054.284989787,10000000.0,9101945.715010213,2.82,2138.9572430274,895915.3277467596,0.0525,3828.360663121285,899743.688409881
17,1,899743.688409881,0.0,0.0,899743.688409881,10000000.0,9100256.311590118,2.979996,2259.8939506261086,897483.7944592548,0.0525,3835.062921780743,901318.8573810356
17,2,901318.8573810356,0.0,0.0,901318.8573810356,10000000.0,9098681.142618965,2.979996,2259.5027841899955,899059.3545968456,0.0525,3841.795491551934,902901.1500883976
17,3,902901.1500883976,0.0,0.0,902901.1500883976,10000000.0,9097098.849911602,2.979996,2259.109848695098,900642.0402397024,0.0525,3848.5585095175256,904490.59874922
17,4,904490.59874922,0.0,0.0,904490.59874922,10000000.0,9095509.40125078,2.979996,2258.71513614081,902231.8836130792,0.0525,3855.352113380144,906087.2357264593
17,5,906087.2357264593,0.0,0.0,906087.2357264593,10000000.0,9093912.764273541,2.979996,2258.318638490341,903828.9170879689,0.0525,3862.1764414651793,907691.0935294341
17,6,907691.0935294341,0.0,0.0,907691.0935294341,10000000.0,9092308.906470565,2.979996,2257.9203476705547,905433.1731817635,0.0525,3869.031632723601,909302.2048144871
17,7,909302.2048144871,0.0,0.0,909302.2048144871,10000000.0,9090697.795185514,2.979996,2257.5202555718042,907044.6845589153,0.0525,3875.9178267347884,910920.6023856502
17,8,910920.6023856502,0.0,0.0,910920.6023856502,10000000.0,9089079.39761435,2.979996,2257.1183540477646,908663.4840316024,0.0525,3882.835163709369,912546.3191953117
17,9,912546.3191953117,0.0,0.0,912546.3191953117,10000000.0,9087453.680804688,2.979996,2256.714634915271,910289.6045603965,0.0525,3889.783784492079,914179.3883448886
17,10,914179.3883448886,0.0,0.0,914179.3883448886,10000000.0,9085820.611655112,2.979996,2256.309089954149,911923.0792549344,0.0525,3896.763830564626,915819.8430854991
17,11,915819.8430854991,0.0,0.0,915819.8430854991,10000000.0,9084180.1569145,2.979996,2255.9017109070487,913563.9413745921,0.0525,3903.775444048572,917467.7168186407
17,12,917467.7168186407,0.0,0.0,917467.7168186407,10000000.0,9082532.28318136,2.979996,2255.4924894792766,915212.2243291615,0.0525,3910.8187677082274,919123.0430968697
18,1,919123.0430968697,0.0,0.0,919123.0430968697,10000000.0,9080876.95690313,3.159996,2391.2945716921718,916731.7485251776,0.0525,3917.311888741573,920649.0604139192
18,2,920649.0604139192,0.0,0.0,920649.0604139192,10000000.0,9079350.93958608,3.159996,2390.892720974021,918258.1676929451,0.0525,3923.8344728701563,922182.0021658152
18,3,922182.0021658152,0.0,0.0,922182.0021658152,10000000.0,9077817.997834185,3.159996,2390.4890468236695,919791.5131189915,0.0525,3930.3866537853064,923721.8997727769
18,4,923721.8997727769,0.0,0.0,923721.8997727769,10000000.0,9076278.100227224,3.159996,2390.0835409671354,921331.8162318098,0.0525,3936.96856578499,925268.7847975948
18,5,925268.7847975948,0.0,0.0,925268.7847975948,10000000.0,9074731.215202406,3.159996,2389.676195092895,922879.1086025019,0.0525,3943.580343776559,926822.6889462785
18,6,926822.6889462785,0.0,0.0,926822.6889462785,10000000.0,9073177.311053721,3.159996,2389.2670008517093,924433.4219454268,0.0525,3950.2221232795214,928383.6440687063
18,7,928383.6440687063,0.0,0.0,928383.6440687063,10000000.0,9071616.355931293,3.159996,2388.855949856455,925994.7881188499,0.0525,3956.8940404283153,929951.6821592782
18,8,929951.6821592782,0.0,0.0,929951.6821592782,10000000.0,9070048.317840721,3.159996,2388.4430336819505,927563.2391255962,0.0525,3963.596231975102,931526.8353575714
18,9,931526.8353575714,0.0,0.0,931526.8353575714,10000000.0,9068473.164642429,3.159996,2388.0282438647846,929138.8071137066,0.0525,3970.328835292566,933109.1359489992
18,10,933109.1359489992,0.0,0.0,933109.1359489992,10000000.0,9066890.864051001,3.159996,2387.6115719031422,930721.5243770961,0.0525,3977.0919883767333,934698.6163654728
18,11,934698.6163654728,0.0,0.0,934698.6163654728,10000000.0,9065301.383634526,3.159996,2387.193009256631,932311.4233562162,0.0525,3983.885829849798,936295.3091860659
18,12,936295.3091860659,0.0,0.0,936295.3091860659,10000000.0,9063704.690813934,3.159996,2386.7725473461055,933908.5366387198,0.0525,3990.7104989629643,937899.2471376829
19,1,937899.2471376829,0.0,0.0,937899.2471376829,10000000.0,9062100.752862317,3.380004,2552.4947327564705,935346.7524049263,0.0525,3996.8561786872674,939343.6085836136
19,2,939343.6085836136,0.0,0.0,939343.6085836136,10000000.0,9060656.391416386,3.380004,2552.087903801079,936791.5206798125,0.0525,4003.029858118348,940794.5505379309
19,3,940794.5505379309,0.0,0.0,940794.5505379309,10000000.0,9059205.44946207,3.380004,2551.679221333633,938242.8713165973,0.0525,4009.2316648228243,942252.1029814201
19,4,942252.1029814201,0.0,0.0,942252.1029814201,10000000.0,9057747.89701858,3.380004,2551.2686769095326,939700.8343045106,0.0525,4015.4617269485075,943716.2960314591
19,5,943716.2960314591,0.0,0.0,943716.2960314591,10000000.0,9056283.703968542,3.380004,2550.8562620457074,941165.4397694134,0.0525,4021.7201732270505,945187.1599426405
19,6,945187.1599426405,0.0,0.0,945187.1599426405,10000000.0,9054812.84005736,3.380004,2550.4419682204366,942636.71797442,0.0525,4028.0071329766074,946664.7251073967
19,7,946664.7251073967,0.0,0.0,946664.7251073967,10000000.0,9053335.274892604,3.380004,2550.025786873175,944114.6993205235,0.0525,4034.322736104506,948149.022056628
19,8,948149.022056628,0.0,0.0,948149.022056628,10000000.0,9051850.977943372,3.380004,2549.607709404376,945599.4143472236,0.0525,4040.66711310993,949640.0814603335
19,9,949640.0814603335,0.0,0.0,949640.0814603335,10000000.0,9050359.918539666,3.380004,2549.187727175312,947090.8937331582,0.0525,4047.04039508662,951137.9341282449
19,10,951137.9341282449,0.0,0.0,951137.9341282449,10000000.0,9048862.065871755,3.380004,2548.7658315078997,948589.168296737,0.0525,4053.4427137255766,952642.6110104626
19,11,952642.6110104626,0.0,0.0,952642.6110104626,10000000.0,9047357.388989538,3.380004,2548.342013684516,950094.2689967781,0.0525,4059.8742013177857,954154.1431980958
19,12,954154.1431980958,0.0,0.0,954154.1431980958,10000000.0,9045845.856801905,3.380004,2547.916264947822,951606.226933148,0.0525,4066.3349907569514,955672.5619239049
20,1,955672.5619239049,0.0,0.0,955672.5619239049,10000000.0,9044327.438076096,3.650004,2750.985943857292,952921.5759800476,0.0525,4071.9556452914476,956993.5316253391
20,2,956993.5316253391,0.0,0.0,956993.5316253391,10000000.0,9043006.46837466,3.650004,2750.5841484661155,954242.9474768729,0.0525,4077.6020345239417,958320.5495113969
20,3,958320.5495113969,0.0,0.0,958320.5495113969,10000000.0,9041679.450488603,3.650004,2750.1805134167666,955570.3689979801,0.0525,4083.274276283181,959653.6432742634
20,4,959653.6432742634,0.0,0.0,959653.6432742634,10000000.0,9040346.356725737,3.650004,2749.7750302861973,956903.8682439772,0.0525,4088.9724889374015,960992.8407329146
20,5,960992.8407329146,0.0,0.0,960992.8407329146,10000000.0,9039007.159267085,3.650004,2749.3676906127916,958243.4730423018,0.0525,4094.696791396801,962338.1698336987
20,6,962338.1698336987,0.0,0.0,962338.1698336987,10000000.0,9037661.8301663,3.650004,2748.958485896193,959589.2113478024,0.0525,4100.447303116018,963689.6586509184
20,7,963689.6586509184,0.0,0.0,963689.6586509184,10000000.0,9036310.341349082,3.650004,2748.5474075971265,960941.1112433213,0.0525,4106.224144096626,965047.3353874179
20,8,965047.3353874179,0.0,0.0,965047.3353874179,10000000.0,9034952.664612582,3.650004,2748.1344471372154,962299.2009402807,0.0525,4112.027434889636,966411.2283751704
20,9,966411.2283751704,0.0,0.0,966411.2283751704,10000000.0,9033588.77162483,3.650004,2747.7195958988095,963663.5087792716,0.0525,4117.857296598016,967781.3660758696
20,10,967781.3660758696,0.0,0.0,967781.3660758696,10000000.0,9032218.63392413,3.650004,2747.3028452248013,965034.0632306448,0.0525,4123.71385087921,969157.777081524
20,11,969157.777081524,0.0,0.0,969157.777081524,10000000.0,9030842.222918477,3.650004,2746.884186418444,966410.8928951055,0.0525,4129.597219947687,970540.4901150533
20,12,970540.4901150533,0.0,0.0,970540.4901150533,10000000.0,9029459.509884946,3.650004,2746.4636107431747,967794.0265043101,0.0525,4135.507526577486,971929.5340308875
21,1,971929.5340308875,0.0,0.0,971929.5340308875,10000000.0,9028070.465969112,3.909996,2941.6432841381134,968987.8907467495,0.0525,4140.609061020877,973128.4998077704
21,2,973128.4998077704,0.0,0.0,973128.4998077704,10000000.0,9026871.500192229,3.909996,2941.252621522134,970187.2471862482,0.0525,4145.7340643240195,974332.9812505723
21,3,974332.9812505723,0.0,0.0,974332.9812505723,10000000.0,9025667.018749427,3.909996,2940.860161720182,971392.121088852,0.0525,4150.882644451955,975543.003733304
